,Census year,Block ID,Property ID,Base property ID,Suburb,Trading name,Business address,Industry (ANZSIC4) description,Longitude,Latitude,location,Postcode,Google Search Link,Cuisine
0,2019,790,589462,589462,Port Melbourne,Sabre Cafe,"Part Unit 2, 42 Sabre Drive PORT MELBOURNE VIC 3207",Cafes and Restaurants,144.9063357,-37.827977,"-37.8279766213, 144.90633574660376",3207,https://www.google.com/search?q=Sabre+Cafe+Melbourne,Australian
55,2019,861,102502,102502,South Yarra,Matilda,Restaurant Ground 159 Domain Road SOUTH YARRA VIC 3141,Cafes and Restaurants,144.981452,-37.834285,"-37.83428463228749, 144.9814520532",3141,https://www.google.com/search?q=Matilda+Melbourne,Australian
56,2019,861,102503,102503,South Yarra,Botanical Hotel,169 Domain Road SOUTH YARRA VIC 3141,Cafes and Restaurants,144.9817,-37.834317,"-37.83431689595, 144.98170002123896",3141,https://www.google.com/search?q=Botanical+Hotel+Melbourne,Australian
58,2019,861,102505,102505,South Yarra,Domain Brasserie,181 Domain Road SOUTH YARRA VIC 3141,Cafes and Restaurants,144.982035,-37.834313,"-37.83431310932447, 144.9820354792",3141,https://www.google.com/search?q=Domain+Brasserie+Melbourne,Australian
60,2019,861,102506,102506,South Yarra,Baker D Chirico,Ground 183 Domain Road SOUTH YARRA VIC 3141,Bakery Product Manufacturing (Non-factory based),144.982128,-37.834326,"-37.83432571957914, 144.98212840035",3141,https://www.google.com/search?q=Baker+D+Chirico+Melbourne,Cafe
64,2019,870,102178,102178,Melbourne (Remainder),Alf's Cafe,"Shop 2-3, 55 Commercial Road MELBOURNE VIC 3004",Cafes and Restaurants,144.9828162,-37.84657,"-37.84657030085, 144.9828162329293",3004,https://www.google.com/search?q=Alf's+Cafe+Melbourne,Cafe
81,2019,1101,108847,108847,Docklands,Code 3,"Shop 1, 313 Spencer Street DOCKLANDS 3008",Cafes and Restaurants,144.9510169,-37.813807,"-37.81380704215, 144.95101685310576",3008,https://www.google.com/search?q=Code+3+Melbourne,Australian
83,2019,1101,108973,108973,Docklands,Velluto,"Shop 9, Level 1, 650 Spencer Street DOCKLANDS 3008",Cafes and Restaurants,144.952227,-37.818412,"-37.818411730415505, 144.9522268972",3008,https://www.google.com/search?q=Velluto+Melbourne,Australian
84,2019,1101,108973,108973,Docklands,In A Rush Espresso,"Shop 8, Ground , 99 Spencer Street DOCKLANDS 3008",Cafes and Restaurants,144.952227,-37.818412,"-37.818411730415505, 144.9522268972",3008,https://www.google.com/search?q=In+A+Rush+Espresso+Melbourne,Cafe
85,2019,1101,108973,108973,Docklands,Network Public Bar & Pizzeria,"Shop 4, Ground , 99 Spencer Street DOCKLANDS 3008","Pubs, Taverns and Bars",144.952227,-37.818412,"-37.818411730415505, 144.9522268972",3008,https://www.google.com/search?q=Network+Public+Bar+&+Pizzeria+Melbourne,Australian
86,2019,1101,108973,108973,Docklands,Hungry Jack's,"Shop 14, Level 1, 650 Spencer Street DOCKLANDS 3008",Cafes and Restaurants,144.952227,-37.818412,"-37.818411730415505, 144.9522268972",3008,https://www.google.com/search?q=Hungry+Jack's+Melbourne,Fast Food
87,2019,1101,108973,108973,Docklands,Red Rooster 2,"Shop 2, Level 1, 650 Spencer Street DOCKLANDS 3008",Takeaway Food Services,144.952227,-37.818412,"-37.818411730415505, 144.9522268972",3008,https://www.google.com/search?q=Red+Rooster+2+Melbourne,Fast Food
89,2019,1101,110843,110843,Docklands,Genki Express,237-261 Spencer Street DOCKLANDS 3008,Takeaway Food Services,144.950564,-37.814509,"-37.814508973578526, 144.9505641426",3008,https://www.google.com/search?q=Genki+Express+Melbourne,Japanese
90,2019,1101,110843,110843,Docklands,Coffee Rush,"Shop 310, Ground , 229 Spencer Street DOCKLANDS 3008",Cafes and Restaurants,144.950564,-37.814509,"-37.814508973578526, 144.9505641426",3008,https://www.google.com/search?q=Coffee+Rush+Melbourne,Cafe
92,2019,1101,110845,110845,Docklands,Espresso Hub,"Part Ground , 655 Collins Street DOCKLANDS 3008",Cafes and Restaurants,144.953046,-37.819686,"-37.8196859516, 144.953045720839",3008,https://www.google.com/search?q=Espresso+Hub+Melbourne,Cafe
93,2019,1102,609314,609314,Docklands,Cafe 198,"Unit 2, 198 Harbour Esplanade DOCKLANDS 3008",Cafes and Restaurants,144.944939,-37.813995,"-37.813994520151894, 144.94493865055",3008,https://www.google.com/search?q=Cafe+198+Melbourne,Cafe
95,2019,1103,558180,558180,Docklands,The Medallion Club,"Part Level 1, 140 Harbour Esplanade DOCKLANDS 3008",Cafes and Restaurants,144.9475602,-37.816742,"-37.81674197865, 144.94756024120727",3008,https://www.google.com/search?q=The+Medallion+Club+Melbourne,Australian
96,2019,1103,558180,558180,Docklands,Arena View Restaurant And Cafe,"Part Level 1, 140 Harbour Esplanade DOCKLANDS 3008",Cafes and Restaurants,144.9475602,-37.816742,"-37.81674197865, 144.94756024120727",3008,https://www.google.com/search?q=Arena+View+Restaurant+And+Cafe+Melbourne,Australian
98,2019,1103,558180,558180,Docklands,Locker Room Cafe,"Part Ground , 140 Harbour Esplanade DOCKLANDS 3008",Cafes and Restaurants,144.9475602,-37.816742,"-37.81674197865, 144.94756024120727",3008,https://www.google.com/search?q=Locker+Room+Cafe+Melbourne,Australian
99,2019,1103,669632,573400,Docklands,Yummy Hut,"Shop 202, 673-675 La Trobe Street DOCKLANDS 3008",Cafes and Restaurants,144.9474926,-37.8149,"-37.81489990395, 144.9474926474515",3008,https://www.google.com/search?q=Yummy+Hut+Melbourne,Chinese
100,2019,1103,573401,573401,Docklands,Story Coffee & Food Store,"Shop 3, 700 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,144.949365,-37.817145,"-37.81714506566416, 144.94936462985",3008,https://www.google.com/search?q=Story+Coffee+&+Food+Store+Melbourne,Cafe
101,2019,1103,573401,573401,Docklands,In a Rush,"Shop 2, 700 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,144.949365,-37.817145,"-37.81714506566416, 144.94936462985",3008,https://www.google.com/search?q=In+a+Rush+Melbourne,Cafe
103,2019,1103,598609,573403,Docklands,Harbour Cafe,120 Harbour Esplanade DOCKLANDS 3008,Cafes and Restaurants,144.9473509,-37.81813,"-37.81812972055, 144.94735092900342",3008,https://www.google.com/search?q=Harbour+Cafe+Melbourne,Cafe
104,2019,1103,599505,573403,Docklands,That Coffee Corner,756A Bourke Street DOCKLANDS 3008,Takeaway Food Services,144.9473509,-37.81813,"-37.81812972055, 144.94735092900342",3008,https://www.google.com/search?q=That+Coffee+Corner+Melbourne,Cafe
107,2019,1103,599505,573403,Docklands,Asian Delights Docklands,"Level , 744 Bourke Street DOCKLANDS 3008",Takeaway Food Services,144.9473509,-37.81813,"-37.81812972055, 144.94735092900342",3008,https://www.google.com/search?q=Asian+Delights+Docklands+Melbourne,Asian Fusion
109,2019,1103,599505,573403,Docklands,Teej Cafe,760 Bourke Street DOCKLANDS 3008,Takeaway Food Services,144.9473509,-37.81813,"-37.81812972055, 144.94735092900342",3008,https://www.google.com/search?q=Teej+Cafe+Melbourne,Australian
111,2019,1103,599505,573403,Docklands,Origami Sushi & Noodles,"Shop 8, Level 4, 744 Bourke Street DOCKLANDS 3008",Takeaway Food Services,144.9473509,-37.81813,"-37.81812972055, 144.94735092900342",3008,https://www.google.com/search?q=Origami+Sushi+&+Noodles+Melbourne,Japanese
112,2019,1103,589575,589575,Docklands,Broadcast Cafe,"Part Level 3, 160 Harbour Esplanade DOCKLANDS 3008",Cafes and Restaurants,144.94594,-37.815809,"-37.81580880056898, 144.9459400689",3008,https://www.google.com/search?q=Broadcast+Cafe+Melbourne,Australian
114,2019,1104,576024,576023,Docklands,Cafe Bleu,"Shop 3, Ground , 757 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,144.947992,-37.819381,"-37.8193808754, 144.94799200964053",3008,https://www.google.com/search?q=Cafe+Bleu+Melbourne,Australian
116,2019,1104,598658,576023,Docklands,Nawab's Palace Dine In,20 Waterview Walk DOCKLANDS 3008,Cafes and Restaurants,144.947992,-37.819381,"-37.8193808754, 144.94799200964053",3008,https://www.google.com/search?q=Nawab's+Palace+Dine+In+Melbourne,Indian
119,2019,1105,578095,578095,Docklands,St. Brew,"Shop , Part Level 5, 700 Collins Street DOCKLANDS 3008",Cafes and Restaurants,144.9508556,-37.819489,"-37.8194886627, 144.95085562563955",3008,https://www.google.com/search?q=St.+Brew+Melbourne,Cafe
120,2019,1105,578096,578096,Docklands,Asuka Sushi,"Shop 21, Level 4, 717 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,144.950245,-37.818658,"-37.81865753823454, 144.9502450218",3008,https://www.google.com/search?q=Asuka+Sushi+Melbourne,Japanese
122,2019,1105,578096,578096,Docklands,Hangar,"Shop 22, Level 4, 717 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,144.950245,-37.818658,"-37.81865753823454, 144.9502450218",3008,https://www.google.com/search?q=Hangar+Melbourne,Australian
123,2019,1105,578096,578096,Docklands,Travelodge Hotel Melbourne Docklands,66 Bourke Street DOCKLANDS 3008,Accommodation,144.950245,-37.818658,"-37.81865753823454, 144.9502450218",3008,https://www.google.com/search?q=Travelodge+Hotel+Melbourne+Docklands+Melbourne,Australian
124,2019,1105,578096,578096,Docklands,Cafe Saporo @ Docklands,"Shop 5, Ground , 717 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,144.950245,-37.818658,"-37.81865753823454, 144.9502450218",3008,https://www.google.com/search?q=Cafe+Saporo+@+Docklands+Melbourne,Cafe
125,2019,1105,578096,578096,Docklands,Whoop Dee Doo Cafe,"Shop 24, Level 4, 717 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,144.950245,-37.818658,"-37.81865753823454, 144.9502450218",3008,https://www.google.com/search?q=Whoop+Dee+Doo+Cafe+Melbourne,Cafe
126,2019,1105,578096,578096,Docklands,Coffee Rush,"Shop 7, Ground , 717 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,144.950245,-37.818658,"-37.81865753823454, 144.9502450218",3008,https://www.google.com/search?q=Coffee+Rush+Melbourne,Cafe
127,2019,1105,605909,605909,Docklands,Chiara,"Part Ground , 707 Collins Street DOCKLANDS 3008",Cafes and Restaurants,144.951138,-37.820882,"-37.82088249442511, 144.95113801219998",3008,https://www.google.com/search?q=Chiara+Melbourne,Australian
130,2019,1105,609487,609487,Docklands,Love Peace Espresso,"Part Ground , 737 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,144.949069,-37.819202,"-37.81920222122055, 144.94906886145",3008,https://www.google.com/search?q=Love+Peace+Espresso+Melbourne,Cafe
131,2019,1105,609488,609488,Docklands,Platform 28,82 Bourke Street DOCKLANDS 3008,Cafes and Restaurants,144.949829,-37.81922,"-37.81922042851071, 144.94982850455",3008,https://www.google.com/search?q=Platform+28+Melbourne,Australian
133,2019,1105,628712,628712,Docklands,Hudsons Coffee Collins Square,"Tenancy 14, LwrGround , 727 Collins Street DOCKLANDS 3008",Cafes and Restaurants,144.9501181,-37.820703,"-37.82070279135, 144.95011811232098",3008,https://www.google.com/search?q=Hudsons+Coffee+Collins+Square+Melbourne,Cafe
134,2019,1105,628714,628714,Docklands,Mr Collins,"Tenancy 12, 747 Collins Street DOCKLANDS 3008",Cafes and Restaurants,144.9494995,-37.820929,"-37.8209292554, 144.94949950450552",3008,https://www.google.com/search?q=Mr+Collins+Melbourne,Australian
136,2019,1108,573414,573414,Docklands,In A Rush 800,"Tenancy 3, Part 800 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,144.94508,-37.818851,"-37.81885105, 144.945079983583",3008,https://www.google.com/search?q=In+A+Rush+800+Melbourne,Cafe
137,2019,1108,573414,573414,Docklands,Watermark Docklands,"Shop 9, 800 Bourke Street DOCKLANDS 3008","Pubs, Taverns and Bars",144.94508,-37.818851,"-37.81885105, 144.945079983583",3008,https://www.google.com/search?q=Watermark+Docklands+Melbourne,Australian
138,2019,1108,573414,573414,Docklands,Sushi Wang,"Tenancy 3, Part 800 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,144.94508,-37.818851,"-37.81885105, 144.945079983583",3008,https://www.google.com/search?q=Sushi+Wang+Melbourne,Japanese
140,2019,1108,573414,573414,Docklands,Rhumba's At Nab,"Shop 4, 800 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,144.94508,-37.818851,"-37.81885105, 144.945079983583",3008,https://www.google.com/search?q=Rhumba's+At+Nab+Melbourne,Australian
142,2019,1108,604119,604119,Docklands,VinTam's Bakery,107-109 Victoria Harbour Promenade DOCKLANDS 3008,Cafes and Restaurants,144.9429171,-37.819352,"-37.81935239645, 144.94291705239638",3008,https://www.google.com/search?q=VinTam's+Bakery+Melbourne,Cafe
144,2019,1108,604124,604124,Docklands,Southern China Style Cuisine,"Shop 2, 818 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,144.943971,-37.819266,"-37.8192660434285, 144.9439708962",3008,https://www.google.com/search?q=Southern+China+Style+Cuisine+Melbourne,Chinese
145,2019,1108,604125,604125,Docklands,Mill & Bakery at Central Pier,"Shed 9, Part  Harbour Esplanade DOCKLANDS 3008",Cafes and Restaurants,144.9436688,-37.816489,"-37.81648918185, 144.9436688253851",3008,https://www.google.com/search?q=Mill+&+Bakery+at+Central+Pier+Melbourne,Cafe
147,2019,1108,604125,604125,Docklands,Woolshed Pub,"Shed 9, Part  Harbour Esplanade DOCKLANDS 3008","Pubs, Taverns and Bars",144.9436688,-37.816489,"-37.81648918185, 144.9436688253851",3008,https://www.google.com/search?q=Woolshed+Pub+Melbourne,Australian
148,2019,1108,609479,609479,Docklands,Delhi Belly,"Shop 8, 64 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,144.944156,-37.820244,"-37.82024427720189, 144.94415588535",3008,https://www.google.com/search?q=Delhi+Belly+Melbourne,Indian
149,2019,1108,609480,609480,Docklands,Tap 831,829 Bourke Street DOCKLANDS 3008,Cafes and Restaurants,144.9434599,-37.820446,"-37.8204455766, 144.94345993523592",3008,https://www.google.com/search?q=Tap+831+Melbourne,Australian
150,2019,1108,609480,609480,Docklands,D G Expresso,"Kiosk 2, 63 Bourke Street DOCKLANDS 3008",Cafes and Restaurants,144.9434599,-37.820446,"-37.8204455766, 144.94345993523592",3008,https://www.google.com/search?q=D+G+Expresso+Melbourne,Cafe
151,2019,1108,609480,609480,Docklands,Smokestak,73A-843 Bourke Street DOCKLANDS 3008,Cafes and Restaurants,144.9434599,-37.820446,"-37.8204455766, 144.94345993523592",3008,https://www.google.com/search?q=Smokestak+Melbourne,Australian
152,2019,1108,609480,609480,Docklands,Indi Hots,831B Bourke Street DOCKLANDS 3008,Cafes and Restaurants,144.9434599,-37.820446,"-37.8204455766, 144.94345993523592",3008,https://www.google.com/search?q=Indi+Hots+Melbourne,Indian
153,2019,1108,611366,611366,Docklands,Go Green Raw Foods,7 Bourke Street DOCKLANDS 3008,Cafes and Restaurants,144.9446907,-37.819948,"-37.8199481825, 144.94469069475525",3008,https://www.google.com/search?q=Go+Green+Raw+Foods+Melbourne,Vegan and Vegetarian
154,2019,1108,611367,611367,Docklands,365 Foodstore Docklands,"Shop 13, 833 Collins Street DOCKLANDS 3008",Cafes and Restaurants,144.9457013,-37.822063,"-37.82206262355, 144.94570130868357",3008,https://www.google.com/search?q=365+Foodstore+Docklands+Melbourne,Australian
155,2019,1108,611367,611367,Docklands,In A Rush 833 Collins Street,"Shop 11, 833 Collins Street DOCKLANDS 3008",Cafes and Restaurants,144.9457013,-37.822063,"-37.82206262355, 144.94570130868357",3008,https://www.google.com/search?q=In+A+Rush+833+Collins+Street+Melbourne,Cafe
157,2019,1108,611367,611367,Docklands,The Groove Train,"Shop 8, 833 Collins Street DOCKLANDS 3008",Cafes and Restaurants,144.9457013,-37.822063,"-37.82206262355, 144.94570130868357",3008,https://www.google.com/search?q=The+Groove+Train+Melbourne,Australian
158,2019,1108,613252,613252,Docklands,Street Kitchen Co,"Shop 3, Ground , 800 Collins Street DOCKLANDS 3008",Cafes and Restaurants,144.9458326,-37.821044,"-37.82104415505, 144.94583261984098",3008,https://www.google.com/search?q=Street+Kitchen+Co+Melbourne,Australian
161,2019,1108,631080,631080,Docklands,Banoi,807 Bourke Street DOCKLANDS 3008,Cafes and Restaurants,144.9450626,-37.819704,"-37.81970438935, 144.94506260846123",3008,https://www.google.com/search?q=Banoi+Melbourne,Vietnamese
163,2019,1108,631080,631080,Docklands,Cafernatics Forte,809 Bourke Street DOCKLANDS 3008,Cafes and Restaurants,144.9450626,-37.819704,"-37.81970438935, 144.94506260846123",3008,https://www.google.com/search?q=Cafernatics+Forte+Melbourne,Cafe
165,2019,1109,560001,560001,Docklands,Bhoj On Docklands,"Tenancy 4, 54 Rakaia Way DOCKLANDS 3008",Cafes and Restaurants,144.9412386,-37.814605,"-37.8146047014, 144.94123862893565",3008,https://www.google.com/search?q=Bhoj+On+Docklands+Melbourne,Indian
166,2019,1109,560001,560001,Docklands,Oscar's Table,"Tenancy 6, 50 Rakaia Way DOCKLANDS 3008",Cafes and Restaurants,144.9412386,-37.814605,"-37.8146047014, 144.94123862893565",3008,https://www.google.com/search?q=Oscar's+Table+Melbourne,Australian
169,2019,1109,573327,573327,Docklands,Steakhouse 66,66 Caravel Lane DOCKLANDS 3008,Cafes and Restaurants,144.9406746,-37.814922,"-37.8149216286, 144.94067463890494",3008,https://www.google.com/search?q=Steakhouse+66+Melbourne,Steakhouse
170,2019,1109,573327,573327,Docklands,B Club Cafe,43 Caravel Lane DOCKLANDS 3008,Cafes and Restaurants,144.9406746,-37.814922,"-37.8149216286, 144.94067463890494",3008,https://www.google.com/search?q=B+Club+Cafe+Melbourne,Cafe
171,2019,1109,573924,573924,Docklands,Berth Restaurant,"Restaurant 1, 45 Newquay Promenade DOCKLANDS 3008",Cafes and Restaurants,144.941838,-37.815148,"-37.81514807043554, 144.9418377936",3008,https://www.google.com/search?q=Berth+Restaurant+Melbourne,Australian
172,2019,1109,584059,584059,Docklands,Docklands Lotus Restaurant,Part 12-16 Newquay Promenade DOCKLANDS 3008,Cafes and Restaurants,144.943694,-37.813806,"-37.81380592420325, 144.94369352525",3008,https://www.google.com/search?q=Docklands+Lotus+Restaurant+Melbourne,Chinese
175,2019,1110,620308,593737,Docklands,Sakura Sushi Bar,"Ground , 6A Docklands Drive DOCKLANDS 3008",Cafes and Restaurants,144.9379984,-37.813288,"-37.8132875163, 144.93799836630816",3008,https://www.google.com/search?q=Sakura+Sushi+Bar+Melbourne,Japanese
177,2019,1110,620312,593737,Docklands,KFC,6 Star Crescent DOCKLANDS 3008,Takeaway Food Services,144.9379984,-37.813288,"-37.8132875163, 144.93799836630816",3008,https://www.google.com/search?q=KFC+Melbourne,Fast Food
179,2019,1110,620312,593737,Docklands,Le Cirque Fine Foods,29 Star Crescent DOCKLANDS 3008,Cafes and Restaurants,144.9379984,-37.813288,"-37.8132875163, 144.93799836630816",3008,https://www.google.com/search?q=Le+Cirque+Fine+Foods+Melbourne,Australian
180,2019,1110,620314,593737,Docklands,The Coffee Club Waterfront City,"Ground , 3 Star Circus DOCKLANDS 3008",Cafes and Restaurants,144.9379984,-37.813288,"-37.8132875163, 144.93799836630816",3008,https://www.google.com/search?q=The+Coffee+Club+Waterfront+City+Melbourne,Cafe
181,2019,1110,620314,593737,Docklands,The Groove Train,"Level 1, 3-5 Star Circus DOCKLANDS 3008",Cafes and Restaurants,144.9379984,-37.813288,"-37.8132875163, 144.93799836630816",3008,https://www.google.com/search?q=The+Groove+Train+Melbourne,Australian
182,2019,1110,620314,593737,Docklands,Gelatoria On the Docks,"Ground , 36 Star Circus DOCKLANDS 3008",Takeaway Food Services,144.9379984,-37.813288,"-37.8132875163, 144.93799836630816",3008,https://www.google.com/search?q=Gelatoria+On+the+Docks+Melbourne,Gelato
183,2019,1110,618854,618854,Docklands,Cafe Bourgeois,"Lobby , 380 Docklands Drive DOCKLANDS 3008",Cafes and Restaurants,144.9411967,-37.813085,"-37.8130848272, 144.9411967105518",3008,https://www.google.com/search?q=Cafe+Bourgeois+Melbourne,Cafe
184,2019,1112,103980,103980,Docklands,Pud Thai Vs Pho,"Unit 14, Ground , 60 Siddeley Street DOCKLANDS 3008",Cafes and Restaurants,144.9524789,-37.822884,"-37.8228836279, 144.95247888392848",3008,https://www.google.com/search?q=Pud+Thai+Vs+Pho+Melbourne,Thai
206,2020,1,611394,611394,Melbourne (CBD),Domino's Pizza,553 Flinders Street MELBOURNE VIC 3000,Takeaway Food Services,144.9565138,-37.820979,"-37.8209790437, 144.9565137522286",3000,https://www.google.com/search?q=Domino's+Pizza+Melbourne,Pizza
209,2020,4,104034,104034,Melbourne (CBD),Green Light Flinders,"Part Shop 17, Flinders Street Station Concourse MELBOURNE VIC 3000",Cafes and Restaurants,144.9657758,-37.818682,"-37.8186817777, 144.96577579893395",3000,https://www.google.com/search?q=Green+Light+Flinders+Melbourne,Cafe
210,2020,6,578320,573333,Melbourne (CBD),In a Rush,"Tenancy 3B, Ian Potter Centre: NGV Australia Federation Square 2 Swanston Street MELBOURNE VIC 3000",Cafes and Restaurants,144.9699416,-37.817778,"-37.817777826050005, 144.96994164279243",3000,https://www.google.com/search?q=In+a+Rush+Melbourne,Cafe
213,2020,6,578323,573333,Melbourne (CBD),Time Out Cafe,"Tenancy 30, Square Federation Square 2 Swanston Street MELBOURNE VIC 3000",Cafes and Restaurants,144.9699416,-37.817778,"-37.817777826050005, 144.96994164279243",3000,https://www.google.com/search?q=Time+Out+Cafe+Melbourne,Cafe
214,2020,6,578325,573333,Melbourne (CBD),Taxi Riverside,"Tenancy 27-28, Yarra Building Federation Square 2 Swanston Street MELBOURNE VIC 3000",Non-Residential Property Operators,144.9699416,-37.817778,"-37.817777826050005, 144.96994164279243",3000,https://www.google.com/search?q=Taxi+Riverside+Melbourne,Australian
215,2020,6,578325,573333,Melbourne (CBD),Mama’s Canteen,"Tenancy 26, Yarra Building Federation Square 2 Swanston Street MELBOURNE VIC 3000",Cafes and Restaurants,144.9699416,-37.817778,"-37.817777826050005, 144.96994164279243",3000,https://www.google.com/search?q=Mama’s+Canteen+Melbourne,Australian
216,2020,11,103957,103957,Melbourne (CBD),Altius Coffee Brewers,"Shop G1, Ground 517 Flinders Lane MELBOURNE VIC 3000",Takeaway Food Services,144.9564864,-37.819875,"-37.819875445799994, 144.95648638781466",3000,https://www.google.com/search?q=Altius+Coffee+Brewers+Melbourne,Cafe
217,2020,11,103989,103989,Melbourne (CBD),Shonan Kamakura,9 Katherine Place MELBOURNE VIC 3000,Cafes and Restaurants,144.956435,-37.820242,"-37.82024151763663, 144.9564351196",3000,https://www.google.com/search?q=Shonan+Kamakura+Melbourne,Japanese
220,2020,11,108971,108971,Melbourne (CBD),Holiday Inn On Flinders Melbourne,Holiday Inn on Flinders 561-585 Flinders Lane MELBOURNE VIC 3000,Accommodation,144.9551042,-37.8202,"-37.820200051650005, 144.95510422847929",3000,https://www.google.com/search?q=Holiday+Inn+On+Flinders+Melbourne+Melbourne,Australian
221,2020,12,103999,103999,Melbourne (CBD),Williams Bar Cafe,Restaurant 1 William Street MELBOURNE VIC 3000,Cafes and Restaurants,144.9595109,-37.819433,"-37.81943305785, 144.95951089698593",3000,https://www.google.com/search?q=Williams+Bar+Cafe+Melbourne,Cafe
223,2020,12,110091,110091,Melbourne (CBD),Viet Pho & Asian Cuisine,"Shop 9, 15 William Street MELBOURNE VIC 3000",Takeaway Food Services,144.959198,-37.819294,"-37.81929390624698, 144.9591980656",3000,https://www.google.com/search?q=Viet+Pho+&+Asian+Cuisine+Melbourne,Vietnamese
224,2020,12,110091,110091,Melbourne (CBD),Hudson's Coffee,"Shop 3-4, 15 William Street MELBOURNE VIC 3000",Cafes and Restaurants,144.959198,-37.819294,"-37.81929390624698, 144.9591980656",3000,https://www.google.com/search?q=Hudson's+Coffee+Melbourne,Cafe
225,2020,13,103954,103954,Melbourne (CBD),Tavistock House Cafe,"Shop 3, 387 Flinders Lane MELBOURNE VIC 3000",Cafes and Restaurants,144.961389,-37.818251,"-37.81825089919776, 144.9613890915",3000,https://www.google.com/search?q=Tavistock+House+Cafe+Melbourne,Cafe
227,2020,14,103172,103172,Melbourne (CBD),The Joint Bar,Level 1-2 35 Elizabeth Street MELBOURNE VIC 3000,"Pubs, Taverns and Bars",144.9643344,-37.817422,"-37.81742176045, 144.96433442319747",3000,https://www.google.com/search?q=The+Joint+Bar+Melbourne,Australian
228,2020,14,103950,103950,Melbourne (CBD),Pho Kingdom And Cafe,Part Ground 335 Flinders Lane MELBOURNE VIC 3000,Cafes and Restaurants,144.963226,-37.817847,"-37.81784716661798, 144.96322586075",3000,https://www.google.com/search?q=Pho+Kingdom+And+Cafe+Melbourne,Vietnamese
229,2020,14,108114,108114,Melbourne (CBD),Kenny's Bakery Cafe,"Shop 3, Ground 34 Queen Street MELBOURNE VIC 3000",Takeaway Food Services,144.9624375,-37.81799,"-37.81798972045, 144.9624374712571",3000,https://www.google.com/search?q=Kenny's+Bakery+Cafe+Melbourne,Cafe
230,2020,14,108114,108114,Melbourne (CBD),Cafe 34,"Shop 2, Ground 34 Queen Street MELBOURNE VIC 3000",Cafes and Restaurants,144.9624375,-37.81799,"-37.81798972045, 144.9624374712571",3000,https://www.google.com/search?q=Cafe+34+Melbourne,Cafe
231,2020,15,103326,103326,Melbourne (CBD),Sal's Authentic New York Pizza,"Shop 1, 289 Flinders Lane MELBOURNE VIC 3000",Cafes and Restaurants,144.9649331,-37.817187,"-37.81718670675, 144.96493307630843",3000,https://www.google.com/search?q=Sal's+Authentic+New+York+Pizza+Melbourne,Pizza
232,2020,15,103327,103327,Melbourne (CBD),KFC,"Shop 2-5, 28 Elizabeth Street MELBOURNE VIC 3000",Cafes and Restaurants,144.9648815,-37.817299,"-37.817298998, 144.96488145640564",3000,https://www.google.com/search?q=KFC+Melbourne,Fast Food
233,2020,15,103940,103940,Melbourne (CBD),Heart Baker Bun Mee,7 Scott Alley MELBOURNE VIC 3000,Takeaway Food Services,144.966303,-37.81686,"-37.816859742269926, 144.9663027514",3000,https://www.google.com/search?q=Heart+Baker+Bun+Mee+Melbourne,Vietnamese
234,2020,15,103942,103942,Melbourne (CBD),Cafe Andiamo,36-38 Degraves Street MELBOURNE VIC 3000,Cafes and Restaurants,144.965903,-37.817063,"-37.817063086367355, 144.9659026789",3000,https://www.google.com/search?q=Cafe+Andiamo+Melbourne,Australian
237,2020,15,103943,103943,Melbourne (CBD),The Quarter,27-31 Degraves Street MELBOURNE VIC 3000,Cafes and Restaurants,144.9654761,-37.817103,"-37.81710292815, 144.96547612714323",3000,https://www.google.com/search?q=The+Quarter+Melbourne,Australian
239,2020,15,103943,103943,Melbourne (CBD),Seedling Cafe,275 Flinders Lane MELBOURNE VIC 3000,Takeaway Food Services,144.9654761,-37.817103,"-37.81710292815, 144.96547612714323",3000,https://www.google.com/search?q=Seedling+Cafe+Melbourne,Cafe
240,2020,15,103944,103944,Melbourne (CBD),The Mill House Bar,"Unit 1, Basement 277 Flinders Lane MELBOURNE VIC 3000","Pubs, Taverns and Bars",144.965298,-37.817241,"-37.81724060801719, 144.96529756195",3000,https://www.google.com/search?q=The+Mill+House+Bar+Melbourne,Australian
243,2020,16,103935,103935,Melbourne (CBD),Kisume Pty Ltd,"Basement, Ground & Level 1 175-177 Flinders Lane MELBOURNE VIC 3000",Cafes and Restaurants,144.968676,-37.816183,"-37.81618262585636, 144.96867612705",3000,https://www.google.com/search?q=Kisume+Pty+Ltd+Melbourne,Japanese
